科类,年份,分数,最低位次,最高位次,同分人数
理科,2021,571,15352,15647,296
理科,2021,570,15648,16005,358
理科,2021,569,16006,16342,337
理科,2021,568,16343,16710,368
理科,2021,567,16711,17037,327
理科,2021,566,17038,17419,382
理科,2021,565,17420,17777,358
理科,2021,564,17778,18165,388
理科,2021,563,18166,18487,322
理科,2021,562,18488,18890,403
理科,2021,561,18891,19322,432
理科,2021,560,19323,19714,392
理科,2021,559,19715,20118,404
理科,2021,558,20119,20495,377
理科,2021,557,20496,20879,384
理科,2021,556,20880,21259,380
理科,2021,555,21260,21642,383
理科,2021,554,21643,22099,457
理科,2021,553,22100,22512,413
理科,2021,552,22513,22935,423
理科,2021,551,22936,23406,471
理科,2021,550,23407,23860,454
理科,2021,549,23861,24298,438
理科,2021,548,24299,24717,419
理科,2021,547,24718,25143,426
理科,2021,546,25144,25597,454
理科,2021,545,25598,26014,417
理科,2021,544,26015,26440,426
理科,2021,543,26441,26863,423
理科,2021,542,26864,27355,492
理科,2021,541,27356,27833,478
理科,2021,540,27834,28270,437
理科,2021,539,28271,28754,484
理科,2021,538,28755,29199,445
理科,2021,537,29200,29650,451
理科,2021,536,29651,30124,474
理科,2021,535,30125,30601,477
理科,2021,534,30602,31081,480
理科,2021,533,31082,31586,505
理科,2021,532,31587,32068,482
理科,2021,531,32069,32533,465
理科,2021,530,32534,33025,492
理科,2021,529,33026,33538,513
理科,2021,528,33539,34051,513
理科,2021,527,34052,34565,514
理科,2021,526,34566,35079,514
理科,2021,525,35080,35625,546
理科,2021,524,35626,36156,531
理科,2021,523,36157,36701,545
理科,2021,522,36702,37247,546
理科,2021,521,37248,37781,534
理科,2021,520,37782,38316,535
理科,2021,519,38317,38892,576
理科,2021,518,38893,39379,487
理科,2021,517,39380,39909,530
理科,2021,516,39910,40487,578
理科,2021,515,40488,41045,558
理科,2021,514,41046,41608,563
理科,2021,513,41609,42168,560
理科,2021,512,42169,42736,568
理科,2021,511,42737,43332,596
理科,2021,510,43333,43834,502
理科,2021,509,43835,44415,581
理科,2021,508,44416,45003,588
理科,2021,507,45004,45572,569
理科,2021,506,45573,46167,595
理科,2021,505,46168,46758,591
理科,2021,504,46759,47360,602
理科,2021,503,47361,47945,585
理科,2021,502,47946,48548,603
理科,2021,501,48549,49167,619
理科,2021,500,49168,49794,627
理科,2021,499,49795,50402,608
理科,2021,498,50403,51009,607
理科,2021,497,51010,51612,603
理科,2021,496,51613,52181,569
理科,2021,495,52182,52779,598
理科,2021,494,52780,53374,595
理科,2021,493,53375,53973,599
理科,2021,492,53974,54603,630
理科,2021,491,54604,55230,627
理科,2021,490,55231,55880,650
理科,2021,489,55881,56527,647
理科,2021,488,56528,57166,639
理科,2021,487,57167,57806,640
理科,2021,486,57807,58464,658
理科,2021,485,58465,59090,626
理科,2021,484,59091,59745,655
理科,2021,483,59746,60409,664
理科,2021,482,60410,61031,622
理科,2021,481,61032,61735,704
理科,2021,480,61736,62402,667
理科,2021,479,62403,62991,589
理科,2021,478,62992,63623,632
理科,2021,477,63624,64299,676
理科,2021,476,64300,65002,703
理科,2021,475,65003,65664,662
理科,2021,474,65665,66302,638
理科,2021,473,66303,66955,653
理科,2021,472,66956,67601,646
理科,2021,471,67602,68285,684
理科,2021,470,68286,68923,638
理科,2021,469,68924,69579,656
理科,2021,468,69580,70277,698
理科,2021,467,70278,70960,683
理科,2021,466,70961,71638,678
理科,2021,465,71639,72328,690
理科,2021,464,72329,72995,667
理科,2021,463,72996,73719,724
理科,2021,462,73720,74404,685
理科,2021,461,74405,75118,714
理科,2021,460,75119,75828,710
理科,2021,459,75829,76486,658
理科,2021,458,76487,77137,651
理科,2021,457,77138,77835,698
理科,2021,456,77836,78503,668
理科,2021,455,78504,79157,654
理科,2021,454,79158,79800,643
理科,2021,453,79801,80481,681
理科,2021,452,80482,81185,704
理科,2021,451,81186,81894,709
理科,2021,450,81895,82608,714
理科,2021,449,82609,83341,733
理科,2021,448,83342,84061,720
理科,2021,447,84062,84719,658
理科,2021,446,84720,85439,720
理科,2021,445,85440,86160,721
理科,2021,444,86161,86824,664
理科,2021,443,86825,87517,693
理科,2021,442,87518,88181,664
理科,2021,441,88182,88863,682
理科,2021,440,88864,89517,654
理科,2021,439,89518,90229,712
理科,2021,438,90230,90914,685
理科,2021,437,90915,91655,741
理科,2021,436,91656,92341,686
理科,2021,435,92342,93066,725
理科,2021,434,93067,93736,670
理科,2021,433,93737,94490,754
理科,2021,432,94491,95162,672
理科,2021,431,95163,95778,616
理科,2021,430,95779,96441,663
理科,2021,429,96442,97101,660
理科,2021,428,97102,97741,640
理科,2021,427,97742,98385,644
理科,2021,426,98386,99051,666
理科,2021,425,99052,99702,651
理科,2021,424,99703,100394,692
理科,2021,423,100395,101055,661
理科,2021,422,101056,101696,641
理科,2021,421,101697,102358,662
理科,2021,420,102359,102984,626
理科,2021,419,102985,103671,687
理科,2021,418,103672,104337,666
理科,2021,417,104338,104994,657
理科,2021,416,104995,105667,673
理科,2021,415,105668,106328,661
理科,2021,414,106329,106964,636
理科,2021,413,106965,107575,611
理科,2021,412,107576,108209,634
理科,2021,411,108210,108833,624
理科,2021,410,108834,109448,615
理科,2021,409,109449,110037,589
理科,2021,408,110038,110674,637
理科,2021,407,110675,111304,630
理科,2021,406,111305,111929,625
理科,2021,405,111930,112505,576
理科,2021,404,112506,113116,611
理科,2021,403,113117,113752,636
理科,2021,402,113753,114395,643
理科,2021,401,114396,115004,609
理科,2021,400,115005,115643,639
理科,2021,399,115644,116280,637
理科,2021,398,116281,116864,584
理科,2021,397,116865,117423,559
理科,2021,396,117424,118008,585
理科,2021,395,118009,118599,591
理科,2021,394,118600,119197,598
理科,2021,393,119198,119791,594
理科,2021,392,119792,120380,589
理科,2021,391,120381,120936,556
理科,2021,390,120937,121525,589
理科,2021,389,121526,122109,584
理科,2021,388,122110,122681,572
理科,2021,387,122682,123221,540
理科,2021,386,123222,123758,537
理科,2021,385,123759,124298,540
理科,2021,384,124299,124868,570
理科,2021,383,124869,125433,565
理科,2021,382,125434,125922,489
理科,2021,381,125923,126478,556
理科,2021,380,126479,127001,523
理科,2021,379,127002,127524,523
理科,2021,378,127525,128003,479
理科,2021,377,128004,128537,534
理科,2021,376,128538,129060,523
理科,2021,375,129061,129582,522
理科,2021,374,129583,130099,517
理科,2021,373,130100,130595,496
理科,2021,372,130596,131083,488
理科,2021,371,131084,131583,500
理科,2021,370,131584,132088,505
理科,2021,369,132089,132548,460
理科,2021,368,132549,132989,441
理科,2021,367,132990,133475,486
理科,2021,366,133476,133926,451
理科,2021,365,133927,134399,473
理科,2021,364,134400,134869,470
理科,2021,363,134870,135316,447
理科,2021,362,135317,135742,426
理科,2021,361,135743,136161,419
理科,2021,360,136162,136619,458
理科,2021,359,136620,137060,441
理科,2021,358,137061,137525,465
理科,2021,357,137526,137946,421
理科,2021,356,137947,138386,440
理科,2021,355,138387,138849,463
理科,2021,354,138850,139290,441
理科,2021,353,139291,139722,432
理科,2021,352,139723,140158,436
理科,2021,351,140159,140584,426
理科,2021,350,140585,140958,374
理科,2021,349,140959,141392,434
理科,2021,348,141393,141826,434
理科,2021,347,141827,142202,376
理科,2021,346,142203,142637,435
理科,2021,345,142638,143022,385
理科,2021,344,143023,143387,365
理科,2021,343,143388,143784,397
理科,2021,342,143785,144160,376
理科,2021,341,144161,144521,361
理科,2021,340,144522,144889,368
理科,2021,339,144890,145238,349
理科,2021,338,145239,145586,348
理科,2021,337,145587,145935,349
理科,2021,336,145936,146295,360
理科,2021,335,146296,146652,357
理科,2021,334,146653,146984,332
理科,2021,333,146985,147325,341
理科,2021,332,147326,147630,305
理科,2021,331,147631,147996,366
理科,2021,330,147997,148328,332
理科,2021,329,148329,148666,338
理科,2021,328,148667,148975,309
理科,2021,327,148976,149298,323
理科,2021,326,149299,149596,298
理科,2021,325,149597,149914,318
理科,2021,324,149915,150190,276
理科,2021,323,150191,150478,288
理科,2021,322,150479,150794,316
理科,2021,321,150795,151063,269
理科,2021,320,151064,151359,296
理科,2021,319,151360,151640,281
理科,2021,318,151641,151913,273
理科,2021,317,151914,152160,247
理科,2021,316,152161,152426,266
理科,2021,315,152427,152671,245
理科,2021,314,152672,152910,239
理科,2021,313,152911,153161,251
理科,2021,312,153162,153436,275
理科,2021,311,153437,153675,239
理科,2021,310,153676,153929,254
理科,2021,309,153930,154152,223
理科,2021,308,154153,154371,219
理科,2021,307,154372,154605,234
理科,2021,306,154606,154812,207
理科,2021,305,154813,155034,222
理科,2021,304,155035,155241,207
理科,2021,303,155242,155475,234
理科,2021,302,155476,155707,232
理科,2021,301,155708,155915,208
理科,2021,300,155916,156113,198
理科,2021,299,156114,156311,198
理科,2021,298,156312,156503,192
理科,2021,297,156504,156710,207
理科,2021,296,156711,156915,205
理科,2021,295,156916,157117,202
理科,2021,294,157118,157297,180
理科,2021,293,157298,157468,171
理科,2021,292,157469,157637,169
理科,2021,291,157638,157805,168
理科,2021,290,157806,157959,154
理科,2021,289,157960,158117,158
理科,2021,288,158118,158299,182
理科,2021,287,158300,158476,177
理科,2021,286,158477,158637,161
理科,2021,285,158638,158779,142
理科,2021,284,158780,158931,152
理科,2021,283,158932,159104,173
理科,2021,282,159105,159241,137
理科,2021,281,159242,159399,158
理科,2021,280,159400,159520,121
理科,2021,279,159521,159658,138
理科,2021,278,159659,159804,146
理科,2021,277,159805,159926,122
理科,2021,276,159927,160069,143
理科,2021,275,160070,160196,127
理科,2021,274,160197,160308,112
理科,2021,273,160309,160422,114
理科,2021,272,160423,160528,106
理科,2021,271,160529,160661,133
理科,2021,270,160662,160770,109
理科,2021,269,160771,160876,106
理科,2021,268,160877,160971,95
理科,2021,267,160972,161073,102
理科,2021,266,161074,161165,92
理科,2021,265,161166,161253,88
理科,2021,264,161254,161369,116
理科,2021,263,161370,161477,108
理科,2021,262,161478,161544,67
理科,2021,261,161545,161646,102
理科,2021,260,161647,161749,103
理科,2021,259,161750,161831,82
理科,2021,258,161832,161908,77
理科,2021,257,161909,161975,67
理科,2021,256,161976,162071,96
理科,2021,255,162072,162162,91
理科,2021,254,162163,162247,85
理科,2021,253,162248,162321,74
理科,2021,252,162322,162394,73
理科,2021,251,162395,162451,57
理科,2021,250,162452,162526,75
理科,2021,249,162527,162601,75
理科,2021,248,162602,162668,67
理科,2021,247,162669,162741,73
理科,2021,246,162742,162795,54
理科,2021,245,162796,162852,57
理科,2021,244,162853,162910,58
理科,2021,243,162911,162956,46
理科,2021,242,162957,163011,55
理科,2021,241,163012,163069,58
理科,2021,240,163070,163127,58
理科,2021,239,163128,163177,50
理科,2021,238,163178,163226,49
理科,2021,237,163227,163295,69
理科,2021,236,163296,163340,45
理科,2021,235,163341,163380,40
理科,2021,234,163381,163427,47
理科,2021,233,163428,163461,34
理科,2021,232,163462,163490,29
理科,2021,231,163491,163538,48
理科,2021,230,163539,163581,43
理科,2021,229,163582,163610,29
理科,2021,228,163611,163642,32
理科,2021,227,163643,163681,39
理科,2021,226,163682,163719,38
理科,2021,225,163720,163748,29
理科,2021,224,163749,163786,38
理科,2021,223,163787,163808,22
理科,2021,222,163809,163829,21
理科,2021,221,163830,163855,26
理科,2021,220,163856,163877,22
理科,2021,219,163878,163902,25
理科,2021,218,163903,163924,22
理科,2021,217,163925,163943,19
理科,2021,216,163944,163967,24
理科,2021,215,163968,163984,17
理科,2021,214,163985,164003,19
理科,2021,213,164004,164029,26
理科,2021,212,164030,164053,24
理科,2021,211,164054,164073,20
理科,2021,210,164074,164089,16
理科,2021,209,164090,164102,13
理科,2021,208,164103,164120,18
理科,2021,207,164121,164137,17
理科,2021,206,164138,164150,13
理科,2021,205,164151,164158,8
理科,2021,204,164159,164175,17
理科,2021,203,164176,164193,18
理科,2021,202,164194,164210,17
理科,2021,201,164211,164219,9
理科,2021,200,164220,164232,13
理科,2021,190,164233,164330,98
理科,2021,180,164331,164379,49
理科,2021,170,164380,164418,39
理科,2021,160,164419,164442,24
理科,2021,150,164443,164458,16
理科,2021,140,164459,164467,9
理科,2021,130,164468,164478,11
理科,2021,120,164479,164483,5
理科,2021,110,164484,164491,8
理科,2021,100,164492,164494,3
